,0,1
70,"[0.4762394348853016, -0.988976394316198, 0.02025616894469623, 1.2827732106903718, 0.4762394348853016, -0.988976394316198, 0.02025616894469623, 1.2827732106903718, 0.4762394348853016, -0.988976394316198, 0.02025616894469623, 1.2827732106903718, 0.4762394348853016, -0.988976394316198, 0.02025616894469623, 1.2827732106903718, 0.4762394348853016, -0.988976394316198, 0.02025616894469623, 1.2827732106903718, 0.4762394348853016, -0.988976394316198, 0.02025616894469623, 1.2827732106903718, 0.4762394348853016, -0.988976394316198, 0.02025616894469623, 1.2827732106903718, 0.4762394348853016, -0.988976394316198, 0.02025616894469623, 1.2827732106903718, 0.4762394348853016, -0.988976394316198, 0.02025616894469623, 1.2827732106903718, 0.4762394348853016, -0.988976394316198, 0.02025616894469623, 1.2827732106903718]",[7.43]
71,"[-0.48735431480249014, 1.71760696227226, 16.46858882269845, -7.300280415642643, -0.48735431480249014, 1.71760696227226, 16.46858882269845, -7.300280415642643, -0.48735431480249014, 1.71760696227226, 16.46858882269845, -7.300280415642643, -0.48735431480249014, 1.71760696227226, 16.46858882269845, -7.300280415642643, -0.48735431480249014, 1.71760696227226, 16.46858882269845, -7.300280415642643, -0.48735431480249014, 1.71760696227226, 16.46858882269845, -7.300280415642643, -0.48735431480249014, 1.71760696227226, 16.46858882269845, -7.300280415642643, -0.48735431480249014, 1.71760696227226, 16.46858882269845, -7.300280415642643, -0.48735431480249014, 1.71760696227226, 16.46858882269845, -7.300280415642643, -0.48735431480249014, 1.71760696227226, 16.46858882269845, -7.300280415642643]",[84.89]
72,"[0.13874579723573044, 2.273084719887362, 10.493427255229582, 0.9842488250296415, 0.13874579723573044, 2.273084719887362, 10.493427255229582, 0.9842488250296415, 0.13874579723573044, 2.273084719887362, 10.493427255229582, 0.9842488250296415, 0.13874579723573044, 2.273084719887362, 10.493427255229582, 0.9842488250296415, 0.13874579723573044, 2.273084719887362, 10.493427255229582, 0.9842488250296415, 0.13874579723573044, 2.273084719887362, 10.493427255229582, 0.9842488250296415, 0.13874579723573044, 2.273084719887362, 10.493427255229582, 0.9842488250296415, 0.13874579723573044, 2.273084719887362, 10.493427255229582, 0.9842488250296415, 0.13874579723573044, 2.273084719887362, 10.493427255229582, 0.9842488250296415, 0.13874579723573044, 2.273084719887362, 10.493427255229582, 0.9842488250296415]",[52.23]
73,"[0.8379283487888589, -2.1323296623613093, 8.954049287074492, -0.1293979028603669, 0.8379283487888589, -2.1323296623613093, 8.954049287074492, -0.1293979028603669, 0.8379283487888589, -2.1323296623613093, 8.954049287074492, -0.1293979028603669, 0.8379283487888589, -2.1323296623613093, 8.954049287074492, -0.1293979028603669, 0.8379283487888589, -2.1323296623613093, 8.954049287074492, -0.1293979028603669, 0.8379283487888589, -2.1323296623613093, 8.954049287074492, -0.1293979028603669, 0.8379283487888589, -2.1323296623613093, 8.954049287074492, -0.1293979028603669, 0.8379283487888589, -2.1323296623613093, 8.954049287074492, -0.1293979028603669, 0.8379283487888589, -2.1323296623613093, 8.954049287074492, -0.1293979028603669, 0.8379283487888589, -2.1323296623613093, 8.954049287074492, -0.1293979028603669]",[59.39]
74,"[0.4675740487901767, 3.0646366004239676, -1.6772077185412106, 4.577561792095121, 0.4675740487901767, 3.0646366004239676, -1.6772077185412106, 4.577561792095121, 0.4675740487901767, 3.0646366004239676, -1.6772077185412106, 4.577561792095121, 0.4675740487901767, 3.0646366004239676, -1.6772077185412106, 4.577561792095121, 0.4675740487901767, 3.0646366004239676, -1.6772077185412106, 4.577561792095121, 0.4675740487901767, 3.0646366004239676, -1.6772077185412106, 4.577561792095121, 0.4675740487901767, 3.0646366004239676, -1.6772077185412106, 4.577561792095121, 0.4675740487901767, 3.0646366004239676, -1.6772077185412106, 4.577561792095121, 0.4675740487901767, 3.0646366004239676, -1.6772077185412106, 4.577561792095121, 0.4675740487901767, 3.0646366004239676, -1.6772077185412106, 4.577561792095121]",[34.15]
75,"[0.2910192393805815, 1.0447799157713824, 0.4003081391442773, 4.248507457503709, 0.2910192393805815, 1.0447799157713824, 0.4003081391442773, 4.248507457503709, 0.2910192393805815, 1.0447799157713824, 0.4003081391442773, 4.248507457503709, 0.2910192393805815, 1.0447799157713824, 0.4003081391442773, 4.248507457503709, 0.2910192393805815, 1.0447799157713824, 0.4003081391442773, 4.248507457503709, 0.2910192393805815, 1.0447799157713824, 0.4003081391442773, 4.248507457503709, 0.2910192393805815, 1.0447799157713824, 0.4003081391442773, 4.248507457503709, 0.2910192393805815, 1.0447799157713824, 0.4003081391442773, 4.248507457503709, 0.2910192393805815, 1.0447799157713824, 0.4003081391442773, 4.248507457503709, 0.2910192393805815, 1.0447799157713824, 0.4003081391442773, 4.248507457503709]",[17.21]
76,"[-2.9326192124062214, 0.020766105369398602, 21.764192540402163, -14.391771337528233, -2.9326192124062214, 0.020766105369398602, 21.764192540402163, -14.391771337528233, -2.9326192124062214, 0.020766105369398602, 21.764192540402163, -14.391771337528233, -2.9326192124062214, 0.020766105369398602, 21.764192540402163, -14.391771337528233, -2.9326192124062214, 0.020766105369398602, 21.764192540402163, -14.391771337528233, -2.9326192124062214, 0.020766105369398602, 21.764192540402163, -14.391771337528233, -2.9326192124062214, 0.020766105369398602, 21.764192540402163, -14.391771337528233, -2.9326192124062214, 0.020766105369398602, 21.764192540402163, -14.391771337528233, -2.9326192124062214, 0.020766105369398602, 21.764192540402163, -14.391771337528233, -2.9326192124062214, 0.020766105369398602, 21.764192540402163, -14.391771337528233]",[170.48]
77,"[-0.053674795812391096, -1.8823343168557563, -17.213884312332738, 6.994513150618502, -0.053674795812391096, -1.8823343168557563, -17.213884312332738, 6.994513150618502, -0.053674795812391096, -1.8823343168557563, -17.213884312332738, 6.994513150618502, -0.053674795812391096, -1.8823343168557563, -17.213884312332738, 6.994513150618502, -0.053674795812391096, -1.8823343168557563, -17.213884312332738, 6.994513150618502, -0.053674795812391096, -1.8823343168557563, -17.213884312332738, 6.994513150618502, -0.053674795812391096, -1.8823343168557563, -17.213884312332738, 6.994513150618502, -0.053674795812391096, -1.8823343168557563, -17.213884312332738, 6.994513150618502, -0.053674795812391096, -1.8823343168557563, -17.213884312332738, 6.994513150618502, -0.053674795812391096, -1.8823343168557563, -17.213884312332738, 6.994513150618502]",[98.83]
78,"[-2.250550373880758, -2.683467643943035, 15.02397601641012, 6.408466062530115, -2.250550373880758, -2.683467643943035, 15.02397601641012, 6.408466062530115, -2.250550373880758, -2.683467643943035, 15.02397601641012, 6.408466062530115, -2.250550373880758, -2.683467643943035, 15.02397601641012, 6.408466062530115, -2.250550373880758, -2.683467643943035, 15.02397601641012, 6.408466062530115, -2.250550373880758, -2.683467643943035, 15.02397601641012, 6.408466062530115, -2.250550373880758, -2.683467643943035, 15.02397601641012, 6.408466062530115, -2.250550373880758, -2.683467643943035, 15.02397601641012, 6.408466062530115, -2.250550373880758, -2.683467643943035, 15.02397601641012, 6.408466062530115, -2.250550373880758, -2.683467643943035, 15.02397601641012, 6.408466062530115]",[107.13]
79,"[-2.656692180780157, 1.73940887435589, 16.368581783970004, -6.883601909776846, -2.656692180780157, 1.73940887435589, 16.368581783970004, -6.883601909776846, -2.656692180780157, 1.73940887435589, 16.368581783970004, -6.883601909776846, -2.656692180780157, 1.73940887435589, 16.368581783970004, -6.883601909776846, -2.656692180780157, 1.73940887435589, 16.368581783970004, -6.883601909776846, -2.656692180780157, 1.73940887435589, 16.368581783970004, -6.883601909776846, -2.656692180780157, 1.73940887435589, 16.368581783970004, -6.883601909776846, -2.656692180780157, 1.73940887435589, 16.368581783970004, -6.883601909776846, -2.656692180780157, 1.73940887435589, 16.368581783970004, -6.883601909776846, -2.656692180780157, 1.73940887435589, 16.368581783970004, -6.883601909776846]",[125.3]
80,"[1.336563188715818, -3.035918500328485, -18.770091468355023, 8.171145520665615, 1.336563188715818, -3.035918500328485, -18.770091468355023, 8.171145520665615, 1.336563188715818, -3.035918500328485, -18.770091468355023, 8.171145520665615, 1.336563188715818, -3.035918500328485, -18.770091468355023, 8.171145520665615, 1.336563188715818, -3.035918500328485, -18.770091468355023, 8.171145520665615, 1.336563188715818, -3.035918500328485, -18.770091468355023, 8.171145520665615, 1.336563188715818, -3.035918500328485, -18.770091468355023, 8.171145520665615, 1.336563188715818, -3.035918500328485, -18.770091468355023, 8.171145520665615, 1.336563188715818, -3.035918500328485, -18.770091468355023, 8.171145520665615, 1.336563188715818, -3.035918500328485, -18.770091468355023, 8.171145520665615]",[136.17]
81,"[0.01665983630587231, 0.49755184787998097, -19.72266554739611, -9.481469633820192, 0.01665983630587231, 0.49755184787998097, -19.72266554739611, -9.481469633820192, 0.01665983630587231, 0.49755184787998097, -19.72266554739611, -9.481469633820192, 0.01665983630587231, 0.49755184787998097, -19.72266554739611, -9.481469633820192, 0.01665983630587231, 0.49755184787998097, -19.72266554739611, -9.481469633820192, 0.01665983630587231, 0.49755184787998097, -19.72266554739611, -9.481469633820192, 0.01665983630587231, 0.49755184787998097, -19.72266554739611, -9.481469633820192, 0.01665983630587231, 0.49755184787998097, -19.72266554739611, -9.481469633820192, 0.01665983630587231, 0.49755184787998097, -19.72266554739611, -9.481469633820192, 0.01665983630587231, 0.49755184787998097, -19.72266554739611, -9.481469633820192]",[98.89]
82,"[1.1889829076015177, 0.21994469241835235, -11.579773715323583, 2.781462146370716, 1.1889829076015177, 0.21994469241835235, -11.579773715323583, 2.781462146370716, 1.1889829076015177, 0.21994469241835235, -11.579773715323583, 2.781462146370716, 1.1889829076015177, 0.21994469241835235, -11.579773715323583, 2.781462146370716, 1.1889829076015177, 0.21994469241835235, -11.579773715323583, 2.781462146370716, 1.1889829076015177, 0.21994469241835235, -11.579773715323583, 2.781462146370716, 1.1889829076015177, 0.21994469241835235, -11.579773715323583, 2.781462146370716, 1.1889829076015177, 0.21994469241835235, -11.579773715323583, 2.781462146370716, 1.1889829076015177, 0.21994469241835235, -11.579773715323583, 2.781462146370716, 1.1889829076015177, 0.21994469241835235, -11.579773715323583, 2.781462146370716]",[67.93]
83,"[-1.1095772129415011, -1.2180695471366352, 15.153709251896439, 6.287051803285268, -1.1095772129415011, -1.2180695471366352, 15.153709251896439, 6.287051803285268, -1.1095772129415011, -1.2180695471366352, 15.153709251896439, 6.287051803285268, -1.1095772129415011, -1.2180695471366352, 15.153709251896439, 6.287051803285268, -1.1095772129415011, -1.2180695471366352, 15.153709251896439, 6.287051803285268, -1.1095772129415011, -1.2180695471366352, 15.153709251896439, 6.287051803285268, -1.1095772129415011, -1.2180695471366352, 15.153709251896439, 6.287051803285268, -1.1095772129415011, -1.2180695471366352, 15.153709251896439, 6.287051803285268, -1.1095772129415011, -1.2180695471366352, 15.153709251896439, 6.287051803285268, -1.1095772129415011, -1.2180695471366352, 15.153709251896439, 6.287051803285268]",[76.25]
84,"[0.49140174838739714, 2.612801333079843, 12.25709567130822, -4.38093948088266, 0.49140174838739714, 2.612801333079843, 12.25709567130822, -4.38093948088266, 0.49140174838739714, 2.612801333079843, 12.25709567130822, -4.38093948088266, 0.49140174838739714, 2.612801333079843, 12.25709567130822, -4.38093948088266, 0.49140174838739714, 2.612801333079843, 12.25709567130822, -4.38093948088266, 0.49140174838739714, 2.612801333079843, 12.25709567130822, -4.38093948088266, 0.49140174838739714, 2.612801333079843, 12.25709567130822, -4.38093948088266, 0.49140174838739714, 2.612801333079843, 12.25709567130822, -4.38093948088266, 0.49140174838739714, 2.612801333079843, 12.25709567130822, -4.38093948088266, 0.49140174838739714, 2.612801333079843, 12.25709567130822, -4.38093948088266]",[58.96]
85,"[-0.7517072796611344, 0.37121498430390965, 2.394125422403551, 0.03135167154070384, -0.7517072796611344, 0.37121498430390965, 2.394125422403551, 0.03135167154070384, -0.7517072796611344, 0.37121498430390965, 2.394125422403551, 0.03135167154070384, -0.7517072796611344, 0.37121498430390965, 2.394125422403551, 0.03135167154070384, -0.7517072796611344, 0.37121498430390965, 2.394125422403551, 0.03135167154070384, -0.7517072796611344, 0.37121498430390965, 2.394125422403551, 0.03135167154070384, -0.7517072796611344, 0.37121498430390965, 2.394125422403551, 0.03135167154070384, -0.7517072796611344, 0.37121498430390965, 2.394125422403551, 0.03135167154070384, -0.7517072796611344, 0.37121498430390965, 2.394125422403551, 0.03135167154070384, -0.7517072796611344, 0.37121498430390965, 2.394125422403551, 0.03135167154070384]",[7.52]
86,"[-1.893580273937924, -2.5103235903797367, 1.2102798054322292, 7.046307128938505, -1.893580273937924, -2.5103235903797367, 1.2102798054322292, 7.046307128938505, -1.893580273937924, -2.5103235903797367, 1.2102798054322292, 7.046307128938505, -1.893580273937924, -2.5103235903797367, 1.2102798054322292, 7.046307128938505, -1.893580273937924, -2.5103235903797367, 1.2102798054322292, 7.046307128938505, -1.893580273937924, -2.5103235903797367, 1.2102798054322292, 7.046307128938505, -1.893580273937924, -2.5103235903797367, 1.2102798054322292, 7.046307128938505, -1.893580273937924, -2.5103235903797367, 1.2102798054322292, 7.046307128938505, -1.893580273937924, -2.5103235903797367, 1.2102798054322292, 7.046307128938505, -1.893580273937924, -2.5103235903797367, 1.2102798054322292, 7.046307128938505]",[76.11]
87,"[1.6756721603174132, -0.8996823772793405, 10.846082186884905, -1.7440868606486921, 1.6756721603174132, -0.8996823772793405, 10.846082186884905, -1.7440868606486921, 1.6756721603174132, -0.8996823772793405, 10.846082186884905, -1.7440868606486921, 1.6756721603174132, -0.8996823772793405, 10.846082186884905, -1.7440868606486921, 1.6756721603174132, -0.8996823772793405, 10.846082186884905, -1.7440868606486921, 1.6756721603174132, -0.8996823772793405, 10.846082186884905, -1.7440868606486921, 1.6756721603174132, -0.8996823772793405, 10.846082186884905, -1.7440868606486921, 1.6756721603174132, -0.8996823772793405, 10.846082186884905, -1.7440868606486921, 1.6756721603174132, -0.8996823772793405, 10.846082186884905, -1.7440868606486921, 1.6756721603174132, -0.8996823772793405, 10.846082186884905, -1.7440868606486921]",[61.02]
88,"[0.8554113543153332, -2.9858811183727823, -23.81861517281585, 14.39962349435437, 0.8554113543153332, -2.9858811183727823, -23.81861517281585, 14.39962349435437, 0.8554113543153332, -2.9858811183727823, -23.81861517281585, 14.39962349435437, 0.8554113543153332, -2.9858811183727823, -23.81861517281585, 14.39962349435437, 0.8554113543153332, -2.9858811183727823, -23.81861517281585, 14.39962349435437, 0.8554113543153332, -2.9858811183727823, -23.81861517281585, 14.39962349435437, 0.8554113543153332, -2.9858811183727823, -23.81861517281585, 14.39962349435437, 0.8554113543153332, -2.9858811183727823, -23.81861517281585, 14.39962349435437, 0.8554113543153332, -2.9858811183727823, -23.81861517281585, 14.39962349435437, 0.8554113543153332, -2.9858811183727823, -23.81861517281585, 14.39962349435437]",[187.85]
89,"[2.0390767967685317, -1.398516477444865, 9.831993570292415, -0.6209935138314684, 2.0390767967685317, -1.398516477444865, 9.831993570292415, -0.6209935138314684, 2.0390767967685317, -1.398516477444865, 9.831993570292415, -0.6209935138314684, 2.0390767967685317, -1.398516477444865, 9.831993570292415, -0.6209935138314684, 2.0390767967685317, -1.398516477444865, 9.831993570292415, -0.6209935138314684, 2.0390767967685317, -1.398516477444865, 9.831993570292415, -0.6209935138314684, 2.0390767967685317, -1.398516477444865, 9.831993570292415, -0.6209935138314684, 2.0390767967685317, -1.398516477444865, 9.831993570292415, -0.6209935138314684, 2.0390767967685317, -1.398516477444865, 9.831993570292415, -0.6209935138314684, 2.0390767967685317, -1.398516477444865, 9.831993570292415, -0.6209935138314684]",[76.12]
90,"[2.531051072138742, 1.6929506937291627, 3.5283346873902834, 3.6037749675119137, 2.531051072138742, 1.6929506937291627, 3.5283346873902834, 3.6037749675119137, 2.531051072138742, 1.6929506937291627, 3.5283346873902834, 3.6037749675119137, 2.531051072138742, 1.6929506937291627, 3.5283346873902834, 3.6037749675119137, 2.531051072138742, 1.6929506937291627, 3.5283346873902834, 3.6037749675119137, 2.531051072138742, 1.6929506937291627, 3.5283346873902834, 3.6037749675119137, 2.531051072138742, 1.6929506937291627, 3.5283346873902834, 3.6037749675119137, 2.531051072138742, 1.6929506937291627, 3.5283346873902834, 3.6037749675119137, 2.531051072138742, 1.6929506937291627, 3.5283346873902834, 3.6037749675119137, 2.531051072138742, 1.6929506937291627, 3.5283346873902834, 3.6037749675119137]",[53.6]
91,"[1.4251486832475537, -1.6279244344471018, 9.130263949250173, -8.141661936090049, 1.4251486832475537, -1.6279244344471018, 9.130263949250173, -8.141661936090049, 1.4251486832475537, -1.6279244344471018, 9.130263949250173, -8.141661936090049, 1.4251486832475537, -1.6279244344471018, 9.130263949250173, -8.141661936090049, 1.4251486832475537, -1.6279244344471018, 9.130263949250173, -8.141661936090049, 1.4251486832475537, -1.6279244344471018, 9.130263949250173, -8.141661936090049, 1.4251486832475537, -1.6279244344471018, 9.130263949250173, -8.141661936090049, 1.4251486832475537, -1.6279244344471018, 9.130263949250173, -8.141661936090049, 1.4251486832475537, -1.6279244344471018, 9.130263949250173, -8.141661936090049, 1.4251486832475537, -1.6279244344471018, 9.130263949250173, -8.141661936090049]",[60.8]
92,"[0.45870663008743673, -0.35933891937250584, -12.105635503176497, -4.824656239222792, 0.45870663008743673, -0.35933891937250584, -12.105635503176497, -4.824656239222792, 0.45870663008743673, -0.35933891937250584, -12.105635503176497, -4.824656239222792, 0.45870663008743673, -0.35933891937250584, -12.105635503176497, -4.824656239222792, 0.45870663008743673, -0.35933891937250584, -12.105635503176497, -4.824656239222792, 0.45870663008743673, -0.35933891937250584, -12.105635503176497, -4.824656239222792, 0.45870663008743673, -0.35933891937250584, -12.105635503176497, -4.824656239222792, 0.45870663008743673, -0.35933891937250584, -12.105635503176497, -4.824656239222792, 0.45870663008743673, -0.35933891937250584, -12.105635503176497, -4.824656239222792, 0.45870663008743673, -0.35933891937250584, -12.105635503176497, -4.824656239222792]",[39.6]
93,"[-2.024809495765263, 2.548541585375304, -8.932461357121777, -6.606126108453107, -2.024809495765263, 2.548541585375304, -8.932461357121777, -6.606126108453107, -2.024809495765263, 2.548541585375304, -8.932461357121777, -6.606126108453107, -2.024809495765263, 2.548541585375304, -8.932461357121777, -6.606126108453107, -2.024809495765263, 2.548541585375304, -8.932461357121777, -6.606126108453107, -2.024809495765263, 2.548541585375304, -8.932461357121777, -6.606126108453107, -2.024809495765263, 2.548541585375304, -8.932461357121777, -6.606126108453107, -2.024809495765263, 2.548541585375304, -8.932461357121777, -6.606126108453107, -2.024809495765263, 2.548541585375304, -8.932461357121777, -6.606126108453107, -2.024809495765263, 2.548541585375304, -8.932461357121777, -6.606126108453107]",[92.47]
94,"[0.5004299691810594, -3.003784604120247, 0.4195490129991022, 5.305472370613981, 0.5004299691810594, -3.003784604120247, 0.4195490129991022, 5.305472370613981, 0.5004299691810594, -3.003784604120247, 0.4195490129991022, 5.305472370613981, 0.5004299691810594, -3.003784604120247, 0.4195490129991022, 5.305472370613981, 0.5004299691810594, -3.003784604120247, 0.4195490129991022, 5.305472370613981, 0.5004299691810594, -3.003784604120247, 0.4195490129991022, 5.305472370613981, 0.5004299691810594, -3.003784604120247, 0.4195490129991022, 5.305472370613981, 0.5004299691810594, -3.003784604120247, 0.4195490129991022, 5.305472370613981, 0.5004299691810594, -3.003784604120247, 0.4195490129991022, 5.305472370613981, 0.5004299691810594, -3.003784604120247, 0.4195490129991022, 5.305472370613981]",[48.86]
95,"[-1.6946390614122213, 0.3579492621932401, 5.386658341493035, 3.221462628178884, -1.6946390614122213, 0.3579492621932401, 5.386658341493035, 3.221462628178884, -1.6946390614122213, 0.3579492621932401, 5.386658341493035, 3.221462628178884, -1.6946390614122213, 0.3579492621932401, 5.386658341493035, 3.221462628178884, -1.6946390614122213, 0.3579492621932401, 5.386658341493035, 3.221462628178884, -1.6946390614122213, 0.3579492621932401, 5.386658341493035, 3.221462628178884, -1.6946390614122213, 0.3579492621932401, 5.386658341493035, 3.221462628178884, -1.6946390614122213, 0.3579492621932401, 5.386658341493035, 3.221462628178884, -1.6946390614122213, 0.3579492621932401, 5.386658341493035, 3.221462628178884, -1.6946390614122213, 0.3579492621932401, 5.386658341493035, 3.221462628178884]",[41.11]
96,"[-1.1805616123616671, 0.7526241332408348, -16.434425208416364, 6.824664498468166, -1.1805616123616671, 0.7526241332408348, -16.434425208416364, 6.824664498468166, -1.1805616123616671, 0.7526241332408348, -16.434425208416364, 6.824664498468166, -1.1805616123616671, 0.7526241332408348, -16.434425208416364, 6.824664498468166, -1.1805616123616671, 0.7526241332408348, -16.434425208416364, 6.824664498468166, -1.1805616123616671, 0.7526241332408348, -16.434425208416364, 6.824664498468166, -1.1805616123616671, 0.7526241332408348, -16.434425208416364, 6.824664498468166, -1.1805616123616671, 0.7526241332408348, -16.434425208416364, 6.824664498468166, -1.1805616123616671, 0.7526241332408348, -16.434425208416364, 6.824664498468166, -1.1805616123616671, 0.7526241332408348, -16.434425208416364, 6.824664498468166]",[90.49]
97,"[-2.6548640535044314, -1.3184191387233748, 4.328478997478229, 6.7023367795188, -2.6548640535044314, -1.3184191387233748, 4.328478997478229, 6.7023367795188, -2.6548640535044314, -1.3184191387233748, 4.328478997478229, 6.7023367795188, -2.6548640535044314, -1.3184191387233748, 4.328478997478229, 6.7023367795188, -2.6548640535044314, -1.3184191387233748, 4.328478997478229, 6.7023367795188, -2.6548640535044314, -1.3184191387233748, 4.328478997478229, 6.7023367795188, -2.6548640535044314, -1.3184191387233748, 4.328478997478229, 6.7023367795188, -2.6548640535044314, -1.3184191387233748, 4.328478997478229, 6.7023367795188, -2.6548640535044314, -1.3184191387233748, 4.328478997478229, 6.7023367795188, -2.6548640535044314, -1.3184191387233748, 4.328478997478229, 6.7023367795188]",[68.76]
98,"[2.241707709150356, -0.9406335223402955, -19.117170294652603, 12.227131262595874, 2.241707709150356, -0.9406335223402955, -19.117170294652603, 12.227131262595874, 2.241707709150356, -0.9406335223402955, -19.117170294652603, 12.227131262595874, 2.241707709150356, -0.9406335223402955, -19.117170294652603, 12.227131262595874, 2.241707709150356, -0.9406335223402955, -19.117170294652603, 12.227131262595874, 2.241707709150356, -0.9406335223402955, -19.117170294652603, 12.227131262595874, 2.241707709150356, -0.9406335223402955, -19.117170294652603, 12.227131262595874, 2.241707709150356, -0.9406335223402955, -19.117170294652603, 12.227131262595874, 2.241707709150356, -0.9406335223402955, -19.117170294652603, 12.227131262595874, 2.241707709150356, -0.9406335223402955, -19.117170294652603, 12.227131262595874]",[134.37]
99,"[-2.825297033014098, -2.628284060101382, 9.41928596329723, 9.595763823488529, -2.825297033014098, -2.628284060101382, 9.41928596329723, 9.595763823488529, -2.825297033014098, -2.628284060101382, 9.41928596329723, 9.595763823488529, -2.825297033014098, -2.628284060101382, 9.41928596329723, 9.595763823488529, -2.825297033014098, -2.628284060101382, 9.41928596329723, 9.595763823488529, -2.825297033014098, -2.628284060101382, 9.41928596329723, 9.595763823488529, -2.825297033014098, -2.628284060101382, 9.41928596329723, 9.595763823488529, -2.825297033014098, -2.628284060101382, 9.41928596329723, 9.595763823488529, -2.825297033014098, -2.628284060101382, 9.41928596329723, 9.595763823488529, -2.825297033014098, -2.628284060101382, 9.41928596329723, 9.595763823488529]",[102.66]
